"ID","Heading_date/days","Plant_height/cm","Leaf_length/cm","Leaf_width/cm","Tiller_angle/<U+00B0>","Full_grain_number_per_plant","Valid_panicle_number","Full_grain_number_per_panicle","Kilo-grain_weight/g","Seed_setting_rate.(%)","Yield_per_plant/g","Amylose_content","Gel_consistency","Chalkiness","Chalky_grain_percentage","Grain_shape(Length_to_width_ratio_of_polished_grain)","Grain_translucency_level","X19"
"ZJM1147",92,131.33,41.47,1.87,80,904,6,158.69,26.44,0.83,21.24,13.96,77,3.99,15.73,3.194,2,NA
"ZJM1148",93,124.67,38.8,2.1,76.7,1524,8.67,177.36,26.41,0.84,35.77,19.425,71.5,3.36,14.69,3.312,2,NA
"ZJM1149",83,102.67,53.2,1.7,81,1351,8.67,156.96,28.45,0.79,36.23,19.985,40,11.16,35.27,3.25,3,NA
"ZJM1153",95,120.67,47.77,1.63,79,2146,13.67,161.76,27.71,0.81,56.52,20.78,65,8.92,33.66,2.71,2,NA
"ZJM1154",83,117,40.73,1.77,85,1426,11.33,125,28.49,0.81,37.45,19.595,39,16.12,58.82,2.168,3,NA
"ZJM1155",80,100,40.83,1.67,82,1362,10.67,127.83,25.76,0.83,32.6,19.3,40,4.73,17.69,3.141,2,NA
"ZJM1159",65,103.67,36.6,1.73,80.7,615,4,157.02,27.4,0.83,15.1,19.38,30,8.94,19.88,3.329,3,NA
"ZJM1160",127,121,48.33,2.23,84.5,1489,6.67,219.45,22.63,0.89,30.36,21.14,36.5,5.1,26.33,2.546,2,NA
"ZJM1162",83,122.67,41.9,1.97,83.7,2144,9,236.87,25.63,0.87,51.27,19.84,50,6.42,24.13,2.713,3,NA
"ZJM1163",85,126.33,34.7,1.77,77.3,1865,9.5,198.09,24.31,0.85,43.88,18.82,53,6.8,22.47,2.693,3,NA
"ZJM1166",84,129.33,57,1.8,79.3,1859,8.67,215.71,24.47,0.76,42.95,20.08,53,5.79,19.81,3.279,3,NA
"ZJM1168",125,129.67,44.97,2.2,75,1640,8.67,184.24,22,0.86,32.06,20.765,54.5,3.59,19.69,2.541,2,NA
"ZJM1169",87,133.67,49.73,2.37,85.7,2056,9.5,216.16,27.04,0.77,51.75,18.625,44,4.85,21.77,3.196,2,NA
"ZJM1172",76,113,39.6,1.63,79.7,1494,9.33,161.06,23.4,0.82,32.3,16.105,60,8.23,27.89,3.199,3,NA
"ZJM1173",84,124.67,40.73,1.8,84,1498,6.67,229.92,25.2,0.83,35.48,22.785,61,6.89,22.22,2.68,3,NA
"ZJM1174",80,122,43.83,1.7,82.3,2154,8,268.04,21.63,0.89,43.51,23.355,66.5,7.14,23.05,3.19,3,NA
"ZJM1179",71,99.33,33.23,1.53,79,1045,7,143.6,25.65,0.83,24.83,23.405,36.5,17.6,59.35,2.654,4,NA
"ZJM1181",84,127.67,52.23,1.77,86,1316,6,233.42,25.07,0.78,31.24,24.07,32.5,8.48,32.78,3.205,3,NA
"ZJM1182",76,110.33,40.07,1.73,83,1214,7.33,172.24,25.21,0.77,28.49,27.7,38,18.98,64.17,3.116,4,NA
"ZJM1183",79,120.67,35.23,1.8,82,1455,6.67,216.25,25.52,0.93,35.09,23.29,40,20.55,69.66,2.576,4,NA
"ZJM1186",79,104,40.03,1.5,79.7,1829,9.33,196.81,17.3,0.86,29.96,24.755,41.5,6.29,21.04,3.001,3,NA
"ZJM1187",76,104.67,39.53,1.67,81.3,1581,10,159.64,22.69,0.81,34.09,23.34,40,13.6,44.95,2.593,3,NA
"ZJM1188",84,126.67,44.13,2.13,85.3,1683,7,229.68,25.71,0.83,39.89,16.335,78,7.23,24.24,3.1,3,NA
"ZJM1190",64,95.67,31.3,1.5,73.7,1280,8.33,154.08,22.04,0.86,29.47,22.415,30,15.7,36.49,2.797,3,NA
"ZJM1192",119,139,45.4,1.9,85.7,1712,7.67,221.38,27.34,0.87,41.73,20.88,49,3.81,13.59,2.726,2,NA
"ZJM1193",115,119,51.63,1.73,81.7,1306,7,194.04,25.46,0.73,30.97,23.26,35,5.03,25.64,2.437,1,NA
"ZJM1195",129,128,38.2,2.07,77.5,1882,8.67,219.89,23.36,0.86,39.14,23.725,36.5,5.3,28.35,2.552,2,NA
"ZJM1196",83,120,44.5,1.87,72.3,1081,7,158.86,23.9,0.71,24.97,23.49,50.5,9.61,28.26,2.657,3,NA
"ZJM1198",129,117.33,35,2.27,77.5,955,7.33,133.14,23.27,0.6,20.19,25.56,40,8.1,38.89,2.33,3,NA
"ZJM1199",122,121,35.53,1.97,81.5,1762,8,226.06,23.04,0.83,37.13,22.025,63.5,2.33,10.83,2.856,2,NA
"ZJM1201",79,109,53.23,1.6,77.3,1252,7.67,164,26.23,0.76,30.51,24.775,66,8.92,28.16,3.14,3,NA
"ZJM1202",74,110.33,43.2,1.7,83,1365,7.33,187.13,29.14,0.87,35.37,22.915,50,11.48,33.33,2.966,3,NA
"ZJM1206",125,121.67,34.5,2.17,85.5,1850,11,169.27,25.71,0.9,46.04,20.52,51,3.46,21.29,2.652,2,NA
"ZJM1207",127,105,35.5,2.03,73,1663,9,184.74,23.04,0.84,34.15,23.225,38.5,13.39,62.65,2.179,3,NA
"ZJM1211",82,117.67,31.97,2.07,84,1037,7,147.42,31.81,0.88,31.11,16.29,66,2.96,14.61,3.178,2,NA
"ZJM1213",83,115,32.2,1.83,75.7,1524,9.67,155.78,24.5,0.86,34.71,23.205,41,8.22,28.62,2.699,3,NA
"ZJM1214",77,94.67,36.13,1.63,73.3,1658,13.33,124.25,22.19,0.92,35.05,22.93,41.5,10.03,29.27,2.691,3,NA
"ZJM1215",76,90.5,37.8,1.6,77.3,1027,9.67,107.15,21.34,0.87,21.1,22.685,30,15.61,35.19,2.729,4,NA
"ZJM1219",85,122,54.33,1.97,83,1340,7.33,182.11,28.78,0.72,34.76,23.765,36,8,29.32,3.147,2,NA
"ZJM1227",74,109,41.67,1.87,80,1359,9,150.73,26.58,0.75,33.05,3.825,95,45.58,66.81,3.035,4,NA
"ZJM1228",85,123,45.97,1.7,81.3,1208,7.67,157.09,29.82,0.82,32.25,22.695,64,21.26,76.97,2.276,4,NA
"ZJM1230",82,128,46.3,2.07,80,1380,5,279.83,24.09,0.84,30.28,23.11,36,12,47.6,2.513,3,NA
"ZJM1231",82,122,52.9,1.93,84,1455,6.33,234.15,27.75,0.89,38.6,23.03,33,17.58,72.48,2.463,3,NA
"ZJM1234",124,121.33,36.57,1.77,82.5,1318,7.33,179.63,27.96,0.86,32.39,25.52,41,4.57,19.17,3.061,2,NA
"ZJM1235",85,113,44.4,1.6,78.3,1161,6.67,176.15,23.21,0.65,24.52,23.64,47,5.84,21.56,3.447,2,NA
"ZJM1237",76,106.67,32.47,1.63,75.7,1064,6.33,169.7,26.95,0.8,24.32,14.29,62,17.36,47.37,2.886,4,NA
"ZJM1241",87,129,39,1.83,85.7,1145,5.67,201.78,32.58,0.85,34.01,16.605,74,2.3,9.09,3.042,2,NA
"ZJM1244",70,84.67,38.03,1.47,76,967,8,120.54,27.89,0.83,25.91,14.08,83,10.86,38.65,3.305,3,NA
"ZJM1256",78,97.33,43.83,1.83,86,1289,8.67,150.84,26.27,0.9,32.06,22.09,35,7.5,29.79,3.076,3,NA
"ZJM1259",87,113,30.4,1.8,76,1102,6.33,172.31,31.21,0.92,30.06,19.83,65,4.75,13.25,2.282,1,NA
"ZJM1262",97,122.67,42.87,1.73,80,929,7.67,122.76,37.58,0.87,31.02,2.345,100,32.24,90.95,2.37,5,NA
"ZJM1270",83,112.67,34.2,1.7,84,1499,8,192.85,21.35,0.87,29.8,22.935,36,2.76,10.9,2.936,2,NA
"ZJM1272",84,106.33,46.07,1.9,81,1805,10,180.39,26.28,0.73,43.86,15.235,43.5,3.62,16.83,3.378,2,NA
"ZJM1276",79,112,51.93,2.1,81.3,1599,8.67,185.82,25.79,0.88,39.9,21.5,30,11.85,45.69,2.519,3,NA
"ZJM1288",84,106.33,46.83,1.7,85.3,2011,9.67,206.43,24.22,0.89,46.29,15.095,85,6.91,25.43,3.089,3,NA
"ZJM1291",127,131,43.17,2.23,81.5,2421,11,218.59,24.24,0.92,54.09,21.315,74,4.25,23.99,2.6,2,NA
"ZJM1297",65,98.67,26.33,1.83,77.3,1285,7.33,175.56,26.64,0.91,32.26,25.965,40,19.38,46.76,2.424,3,NA
"ZJM1302",85,105.33,41.87,2.27,81,1897,6,317.87,24.72,0.77,42.22,17.62,95,2.87,11.21,2.322,1,NA
"ZJM1318",87,130.33,45.7,2.07,84.3,1472,9.33,157.54,29.25,0.62,41.84,22.35,50,9.84,39.48,2.74,2,NA
"ZJM1319",86,104,45.57,1.87,85.3,1481,7.67,190.94,32.27,0.71,43.64,16.945,90,13.79,55.88,3.08,3,NA
"ZJM1321",85,118,37.1,2.13,86,1333,6.67,200.67,28.27,0.72,35.69,21.635,68.5,10.6,36.33,2.789,3,NA
"ZJM1324",85,129,44.5,1.97,84.3,2030,9.33,215.54,27.77,0.82,53.63,18.5,65,2.36,10.49,3.896,2,NA
"ZJM1325",90,133,36.6,2.03,81.7,1547,9,170.62,35.25,0.77,48.04,15.935,88,6.78,28.37,2.843,2,NA
"ZJM1332",90,136,46.63,2.47,86,1122,4.67,229.21,27.68,0.77,28.69,21.935,49,7.93,27.42,2.441,1,NA
"ZJM1335",83,121,41.77,2.17,76.3,2163,10.67,203.31,27.08,0.73,53.37,15.05,82,7.1,28.34,2.885,3,NA
"ZJM1337",85,125.67,52.9,1.97,82.3,1458,9,163.93,33.78,0.71,45.5,17.89,75,11.76,38.85,3.009,2,NA
"ZJM1341",86,114.67,45.6,2.07,73.3,1666,7.67,216.47,29.01,0.7,44.74,20.915,36,7.94,29.86,3.336,3,NA
"ZJM1344",91,134.33,42.33,2.13,85.7,1812,10.33,175.77,26.88,0.84,42.76,21.805,51,5.13,19.07,3.283,2,NA
"ZJM1347",89,132.67,47.47,2,81,1565,7.67,197.63,30.52,0.73,42.67,24.865,65,14.78,50.78,2.894,3,NA
"ZJM1351",86,118.67,46.4,2.63,78,1106,3.33,340.22,22.48,0.69,22.63,17.655,89,4.77,16.82,2.504,3,NA
"ZJM1373",91,124.33,43.83,2.13,84.7,808,3.67,217.78,29.76,0.71,21.65,18.67,55,1.34,5.59,3.347,2,NA
"ZJM1376",91,120,47.27,1.9,75,1209,6.33,188.84,27.85,0.66,29.96,18.095,52,2.6,11.59,3.295,2,NA
"ZJM1377",86,123,44.83,1.67,72,1477,6.33,224.77,27.47,0.82,37.07,17.095,50,4.36,14.48,3.256,2,NA
"ZJM1381",86,122,47.63,2.13,82,2099,7,300.31,28.23,0.91,54.93,16.975,80,3.16,12.36,3.041,2,NA
"ZJM1388",90,134.33,43.27,1.7,77,1838,10.33,173.49,29.44,0.82,46.72,16.65,90,6.71,19.19,3.356,2,NA
"ZJM1393",85,123.33,48.07,2.13,80,1197,8.67,133.19,29.47,0.66,33.51,22.32,42,9.98,41.69,2.754,3,NA
"ZJM1412",84,121,50.6,2.73,75,2145,6,359.49,22.69,0.78,44.93,16.225,85,4.61,14.5,2.482,1,NA
"ZJM1426",94,125,46.27,2.13,81.3,1993,10.33,193.08,24.78,0.84,44.7,16.305,78,0.93,5.23,3.17,2,NA
"ZJM1439",89,135.67,40.27,2.2,78.3,1296,6,219.33,26.8,0.74,31.17,17.14,75,2.6,8.3,3.009,2,NA
"ZJM1441",87,122.67,39.5,2,82.7,925,6,154.2,27.68,0.69,24.21,16.515,89,5.59,22.28,2.644,2,NA
"ZJM1442",87,116,42.93,1.47,84,1425,8,178.99,23.83,0.8,31.31,16.5,80,4.52,14.54,3.136,2,NA
"ZJM1450",83,121,44.67,1.97,84.3,1609,8.67,187.02,27.6,0.84,41.39,22.005,37,23.07,75,2.487,4,NA
"ZJM1457",86,116,60.3,2.13,76.7,1462,5,291.6,27.38,0.77,35.64,16.77,65,3.17,12.95,3.106,2,NA
"ZJM1484",75,96.33,38.63,1.77,82.7,689,5.33,127.74,22.58,0.6,14.79,13.18,83,10.43,31.92,2.97,2,NA
"ZJM1485",83,107.33,39.43,1.73,81,1800,7.67,234.29,21.98,0.89,36.09,21.955,55,5.27,16.83,2.71,2,NA
"ZJM1486",96,120.33,43,2.03,78.3,2374,6,396.68,25.06,0.93,54.71,16.545,89,1.71,3.24,2.448,1,NA
"ZJN1",83,113,25.7,1.8,80.7,2063,10.5,198.19,22.93,0.91,43.4,14.85,77.5,4.57,14.56,3.606,2,NA
"ZJN2",79,97.67,50.17,1.7,81.7,1747,10,173.56,19.15,0.72,30.71,15.75,85,3.58,12.46,3.44,2,NA
"ZJN12",83,106.33,44.5,2.43,85,1630,6.33,257.31,23.2,0.72,32.96,13.7,52,3.56,10.32,3.149,3,NA
"ZJN14",80,110.67,41.13,1.83,87.5,1304,8,163.7,24.02,0.88,28.42,18,56,3.71,8.84,3.906,2,NA
"ZJN17",82,112.33,41.9,1.97,86,1501,6.67,233.43,29.43,0.81,40.78,21.8,72,16.94,55.29,2.916,3,NA
"ZJN19",82,112.67,45.57,2.17,82.3,1879,8.33,227.54,24.71,0.84,42.5,21.6,58,4.16,13.26,3.255,2,NA
"ZJN23",80,110.33,43.7,2.2,83.7,2342,8.33,284.88,21.24,0.85,45.36,14.75,80,4.05,15.94,3.2,3,NA
"ZJN25",76,106,49.75,1.9,75,1729,7.33,236.55,24,0.83,36.65,15.05,75,7.72,24.67,3.705,2,NA
"ZJN28",77,113.33,45,1.87,77,2257,12,187.85,25.37,0.76,49.46,17.25,76.5,4.14,12.96,3.223,2,NA
"ZJN35",76,103.67,41.27,1.77,71.7,1608,8,196.19,25.83,0.86,37.93,16.05,89,2.5,8.43,3.495,2,NA
"ZJN48",83,122,42.6,2.1,83.7,1361,5,275.12,25.93,0.76,31.23,16.55,81.5,6.09,21.05,3.373,3,NA
"ZJN53",86,122.67,46.27,1.53,85,1706,10,170.34,23.52,0.62,37.42,21.15,90,8.05,32.16,2.623,3,NA
"ZJN56",83,116,41.27,2.1,82.3,1640,7.33,223.04,22.78,0.88,34.17,15.3,85,6.67,21.89,3.451,2,NA
"ZJN61",83,118,39.67,1.87,84.3,1700,7.33,230.06,24.98,0.88,39.42,16.75,75,2.57,8.59,3.182,2,NA
"ZJN64",82,119.33,34.63,2,84.3,2270,11.67,195,27.14,0.84,54.29,21.45,75,10.72,36.84,3.45,3,NA
"ZJN65",83,124.67,42.73,2.23,84.3,1778,7.67,232.69,26.94,0.77,44.19,14.8,86,12.5,43.07,2.481,1,NA
"ZJN69",84,115,37.07,1.93,85.7,1551,7.33,209.5,31.4,0.84,43.47,22.45,91.5,7.21,26.47,3.262,3,NA
"ZJN71",75,113,49.83,2,84.7,1555,6.25,246.92,28.92,0.9,42.88,22.25,56,27.41,85,2.236,4,NA
"ZJN80",75,106.67,41.83,1.83,83.7,1432,8.33,172.07,24.57,0.88,32.71,15.25,84,1.22,4.4,3.37,2,NA
"ZJN81",82,118.67,47.33,2.07,84,2523,11.67,215.72,28.12,0.91,66.99,21.05,85,19.69,65.79,2.472,3,NA
"ZJN86",77,111,49.17,2.07,86.7,1952,7.67,253.67,20.42,0.92,36.02,14.35,81,4.65,14.47,3.109,2,NA
"ZJN87",75,103,45.97,2.23,85.7,1588,8.33,194.12,22.59,0.91,33.82,14.65,86.5,3.03,10.96,2.752,3,NA
"ZJN88",75,109.67,38.33,2,85.7,1391,10,138.82,26.99,0.83,35.12,12.2,90.5,10.89,31.29,2.847,3,NA
"ZJN94",83,111.33,41.1,1.63,84.3,2781,13.5,211.97,20.5,0.67,52.39,13.85,80,4.29,14.24,3.005,3,NA
"ZJN95",82,107.67,48.3,1.5,81,1796,9,196.34,20.93,0.79,34.66,13.35,95.5,5.31,18.04,3.278,3,NA
"ZJN96",84,117.33,41.4,2.1,81.3,1511,8.33,182.37,27.88,0.7,38.18,15.35,91.5,4.34,17.89,2.645,2,NA
"ZJN101",82,127.33,44.03,2.13,82.7,1546,7.67,206.26,30.63,0.63,41.84,13.75,94,9.72,35.33,3.027,3,NA
"ZJN103",81,117.67,34.5,1.87,86.7,1819,9,200.58,20.98,0.64,34.99,14.65,85,5.46,21.99,3.213,3,NA
"ZJN104",78,112.67,41.17,2,85,1124,5,222.33,21.31,0.8,21.81,13.7,84.5,7.02,24.47,3.353,3,NA
"ZJN107",74,100.33,47.27,1.83,83.7,1315,7,187.8,21.92,0.87,26.24,12.05,64.5,6.4,20.43,2.868,3,NA
"ZJN108",83,126,56.07,1.97,84,1829,6.67,273.65,26.18,0.83,43.27,21.35,61,3.52,12.46,2.789,2,NA
"ZJN110",74,101,49.03,1.87,85,2843,10.5,270.48,20.87,0.92,51.88,12.85,77,5.58,18.31,3.239,3,NA
"ZJN113",85,113.33,48.03,1.73,81.7,2199,11,194.38,25.83,0.84,51.86,22.3,64,4.22,16.96,3.159,3,NA
"ZJN115",90,107,40.67,2.23,80,1680,6.33,265.21,24.9,0.79,38.5,15.35,90,2.8,10.82,3.218,2,NA
"ZJN121",74,105.33,50.07,1.8,80.7,2060,9.33,221.31,22.63,0.8,38.69,21.6,50,4.33,14.63,3.326,2,NA
"ZJN122",84,101.67,62.4,1.97,86,1377,7.67,180.78,29.14,0.72,36.66,21.05,52,5.91,21.05,3.149,3,NA
"ZJN123",76,100.33,45.9,1.93,85,1555,9.33,169.16,24.34,0.75,32.62,21.85,51,4.5,12.11,3.201,2,NA
"ZJN125",83,106.5,41.43,2.03,78.7,1688,10.33,164.25,27.07,0.83,41.42,14.8,71,4.17,13.5,3.34,2,NA
"ZJN126",86,109.33,43.83,1.77,83,1712,9.33,181.51,23.75,0.71,36.43,14.95,75,4.53,16.45,3.217,3,NA
"ZJN132",76,113.67,51.9,2.03,85.7,2371,9,268.03,26.16,0.8,53.51,13.85,75,6.01,20.15,3.319,2,NA
"ZJN134",75,107.67,47.4,2,78.7,1111,6.33,173.79,29.88,0.8,30.35,21.65,41.5,9.78,32.35,3.491,3,NA
"ZJN136",83,116.33,59.1,2.13,78.3,1430,7.67,187.6,33.18,0.75,44.03,22.05,66,11.8,40.7,2.642,3,NA
"ZJN139",83,109.67,47.7,2.3,84,1495,9.5,160.12,27.1,0.71,37.27,19.8,40,4.49,19.27,3.201,2,NA
"ZJN140",87,135.67,43.73,2,84,1353,5.5,244.28,31.78,0.94,38.78,15.4,73,3.72,22.92,3.128,2,NA
"ZJN144",83,112,49.7,1.97,80,1250,5.67,218.43,28.99,0.76,33.23,20.15,73,4.76,20.21,3.099,2,NA
"ZJN145",82,114.67,49.2,1.97,84.3,1030,5,206.64,27.15,0.77,25.92,18.35,75,11.03,41.33,2.796,3,NA
"ZJN150",87,131,43.53,1.9,85,1701,9.33,182.73,33.1,0.77,48.34,19,77.5,9.49,38.98,2.975,3,NA
"ZJN151",76,102,45.27,1.97,81,1476,7,216.44,23.03,0.82,31.44,19.1,52,7.17,25.11,3.058,3,NA
"ZJN152",85,113.67,44.13,2.03,85,1045,7.33,139.76,28.38,0.65,27.54,12.65,80,8.23,32.3,2.916,3,NA
"ZJN154",73,108,42.83,1.83,83.3,2670,16.25,172.08,25.69,0.7,62.14,11.75,70,7.88,22.5,3.564,3,NA
"ZJN155",86,122,52.63,1.87,84,1197,8,145.19,28.52,0.88,32.09,18.95,55,5.79,21.95,3.267,2,NA
"ZJN156",75,99.33,51.3,1.97,81.7,563,6.67,86.74,29.56,0.4,15.81,11.05,79,10.38,38.81,2.912,3,NA
"ZJN157",82,108,52.37,1.9,86,1532,9.33,165.68,29.48,0.82,42.47,19,35,10.64,35.55,2.855,3,NA
"ZJN158",86,131.33,59.2,2.13,80.3,1355,5.67,242.47,26.48,0.73,32.76,19.8,38,5.39,25.94,2.438,1,NA
"ZJN162",68,100,37.65,1.85,79,792,5.5,157.82,27.88,0.78,19.55,10.1,80,7.26,22.19,3.307,3,NA
"ZJN163",66,102.5,34.55,2,78,1294,7.5,173.19,28.66,0.92,33.24,9.4,78,8.54,26.09,3.158,3,NA
"ZJN166",61,107.5,27.4,1.8,82,1361,9,149.08,26.25,0.86,32.82,18.75,55,22.25,56.12,2.374,4,NA
"ZJN170",68,101.5,31.15,2.05,74.5,1217,8.5,140.79,25.93,0.89,29.25,22.9,50,28.98,77.93,2.445,4,NA
"ZJN171",63,94,31.3,1.7,71.5,814,6,135.67,31.58,0.8,23.23,17.7,43,10.24,39.66,3.272,3,NA
"ZJN174",57,89,31,1.75,71.5,1034,8.5,122.73,27.21,0.86,25.73,17.8,40,22.2,62.88,2.581,4,NA
"ZJN179",64,97,26.85,1.4,77.5,903,4,225.75,25.65,0.89,21.37,20.95,52.5,20.03,52.12,2.458,3,NA
"ZJN180",66,101,29.55,1.6,80,1163,7,166.07,27.5,0.9,28.84,11.9,81.5,20,52.84,2.565,4,NA
"ZJN182",62,86,29.65,1.85,78,591,6,98.42,27.22,0.64,14.78,19.55,50,10.98,32,3.213,3,NA
"ZJN191",63,84.1,25.25,1.7,75.5,912,8.5,107.14,29.93,0.7,25.06,21.05,56,25.36,68.32,2.581,4,NA
"ZJN192",66,78.5,32.8,2.15,73.5,941,7.5,121.7,29.2,0.83,23.17,20.15,62,21.22,53.54,2.957,4,NA
"ZJN195",64,89.5,28.9,2.1,71.5,1261,7,180.14,28.33,0.92,32.57,15.25,77.5,16.13,42.13,3.132,4,NA
"ZJN196",59,81,29.7,1.9,72.5,1285,9,142.48,28.16,0.86,34.43,23.9,67,28.46,78.73,2.41,4,NA
"ZJN201",58,89,37.45,2,79.5,930,8.5,108.11,28.23,0.83,23.66,23.7,39,14.2,50.78,2.985,4,NA
"ZJN206",62,94,29.1,1.9,75.5,904,8,112.94,29.13,0.8,23.78,24.1,39,29.34,77.17,2.621,4,NA
"ZJN208",58,86,24.3,1.8,76.5,664,6,111.6,27.96,0.77,15.88,19.1,47.5,26.62,67.02,2.512,4,NA
"ZJN211",64,88.5,27.8,1.9,77,927,6,154.44,29.37,0.87,24.6,20.45,56.5,15.98,51.32,2.771,4,NA
"ZJN214",61,84.5,27.6,2,73.5,1105,7.5,147.86,26.06,0.82,25.39,24.7,60.5,23.21,57.07,2.6,4,NA
"ZJN215",64,97,32.6,2.05,78.5,899,5,179.7,26.73,0.89,22.65,21.05,59,25.91,71.08,2.485,4,NA
"ZJN218",63,87.5,29.7,1.95,70.5,1246,9.5,131.34,26.85,0.89,31.13,20.7,50,18.33,53.46,2.603,3,NA
"ZJN219",59,84,31.95,1.55,76,986,7.5,130.86,26.76,0.92,24.69,20.65,73.5,24.3,58.14,2.467,4,NA
"ZJN220",62,82,27.95,1.9,77.5,892,6.5,137.81,27.1,0.79,22.32,20.05,67.5,26.58,70.37,2.399,4,NA
"ZJN222",58,90.5,31.85,1.6,75,576,4.5,127.63,26.5,0.79,13.8,20.15,60.5,12.75,35.15,3.512,3,NA
"ZJN223",62,88,26.1,1.85,73.5,641,5.5,121.5,27.43,0.83,16,24.5,58.5,30.61,79.68,2.411,4,NA
"ZJN225",57,80.5,24,1.7,76,1133,8.5,133.63,27.13,0.86,27.66,19.3,54,29.96,79.08,2.633,4,NA
"ZJN231",58,84.5,30.4,1.65,76,804,8,100.89,29.4,0.85,21.52,21.35,47,12.11,45.07,3.162,3,NA
"ZJN232",58,87.5,30,1.7,72.5,847,8,107.76,28.88,0.76,23.36,24.15,75,30.7,85.56,2.552,4,NA
"ZJN233",58,93,44.25,1.8,75,847,5,181.57,27.46,0.83,21.7,14.35,79,3.95,15.46,3.175,2,NA
"ZJN236",59,103,32.95,1.9,64,1155,8.5,135.3,27.21,0.9,29.57,17.75,65,21.78,55.1,3.144,4,NA
"ZJN240",76,102,36.9,1.9,71,886,8,110.12,26.99,0.7,21.86,20.15,60.5,11.29,40.38,3.061,3,NA
"ZJN241",66,92,35.45,2,75.5,921,6,157.59,27.58,0.89,21.98,21.4,72.5,10.4,35.06,3.143,2,NA
"ZJN244",67,92,30.7,1.55,71,1052,12,87.62,25.77,0.74,24.84,19,66,5.24,17.93,3.213,3,NA
"ZJN247",64,90.5,39.35,1.7,78,775,4,193.63,25.15,0.95,17.54,16.45,55,13.02,39.74,3.142,3,NA
"ZJN249",63,93,34.3,1.85,77.5,1139,10,118.31,23.4,0.9,24.22,12.1,85.5,11.47,40.08,2.809,3,NA
"ZJN251",73,89.5,40.6,1.85,76.5,1391,11.5,121.1,24.35,0.93,31.1,19.95,43,10.53,38.82,2.873,3,NA
"ZJN253",65,87,37.15,1.8,82.5,328,10.5,33.28,25.19,0.25,7.28,23.9,34.5,9.13,34.21,3.46,2,NA
"ZJN258",66,100,33.75,2.05,80.5,1268,7,180.71,25.5,0.92,29.9,19.9,38,20.88,54.17,2.432,4,NA
"ZJN260",66,87,40.25,2.05,82,1276,8,162.4,24.38,0.81,27.86,13.3,74,6.78,20.78,2.7,3,NA
"ZJN262",63,102,29.55,1.75,82.5,637,5.5,117.52,26.47,0.83,15.15,25.25,40,29.08,80.43,2.403,4,NA
"ZJN266",67,99,40.8,1.6,86,1194,8,151.02,26.21,0.89,29.19,19.65,65,29.3,67.35,2.834,4,NA
"ZJN267",66,91,33.7,1.85,80.5,709,5,141.8,27.05,0.83,16.99,19.25,65,24.02,63.18,2.822,4,NA
"ZJN270",62,99,33.9,2.05,82.5,927,7,121.53,28.49,0.78,24.23,24.4,52.5,25.95,78.06,2.923,4,NA
"ZJN271",64,103,40.15,1.8,79.5,1718,9,191.14,29.3,0.91,47.37,20.15,54.5,29.61,76.51,2.501,4,NA
"ZJN274",63,88,32.6,2.25,84,1606,11,145.95,27.85,0.89,38.94,11.2,82,9.78,33.18,3.074,3,NA
"ZJN276",65,92.5,37.45,1.65,85,1316,9.5,142.45,26.99,0.79,31.01,18.9,58.5,15.15,43.68,2.931,3,NA
"ZJN283",61,90.5,33,1.55,81.5,682,7,98.38,26.94,0.81,17.25,17.8,49,11.12,32.95,3.33,2,NA
"ZJN285",63,88,35,1.4,72.5,1213,9,143.75,27.19,0.9,29.58,19.9,60,24.28,62.59,2.57,4,NA
"ZJN287",61,101,32.55,1.8,79.5,946,7,135.72,29.02,0.86,25.35,18.1,60,13.84,38.89,2.938,3,NA
"ZJN301",85,124,36.2,1.5,82.7,1324,8.33,158.74,30.6,0.75,37.84,17.15,96.5,1.11,4.74,3.354,2,NA
"ZJN304",87,126.33,40.1,1.9,81.7,1404,8.67,160.62,25.13,0.59,32.7,17.3,92.5,1.5,5.54,3.79,1,NA
"ZJN307",82,114.33,55.23,1.83,83.3,1741,7.67,230.79,24.5,0.66,39.48,15,85,6.13,19.34,3.526,2,NA
"ZJN309",82,114.67,43.67,2.07,84,1960,9,217.78,26.55,0.92,48.45,16.4,92,7.3,29.85,3.086,2,NA
"ZJN311",83,114.33,41.93,1.67,81,1691,7,240.53,22.39,0.81,33.22,14.35,73,2.45,7.12,3.516,2,NA
"ZJN313",83,113.33,49.6,1.6,83.3,2470,12,205.92,23.75,0.74,51.68,17.35,72,2.02,8.31,3.789,1,NA
"ZJN315",84,113,43.43,1.63,81.7,1779,11.5,154.84,30.08,0.74,47.85,15.65,68,4.45,17.34,3.491,2,NA
"ZJN316",85,123.33,47.33,1.9,83.7,1975,9,221.15,23.38,0.69,41.58,16.05,74,3.39,11.81,3.235,2,NA
"ZJN319",83,113,58.53,1.97,85.3,1592,8,205.14,24.8,0.74,34.88,15.6,60,1.48,4.68,3.744,2,NA
"ZJN321",85,121.33,53.83,2,81.3,1669,11.33,145.58,32.88,0.76,49.12,17.4,60.5,2.45,10.83,3.357,2,NA
"ZJN322",84,117.67,43.3,1.87,85,2122,11.67,175.89,23.89,0.76,44.8,21.65,62.5,4.66,16.46,3.25,2,NA
"ZJN323",83,120.67,49.77,2.17,83.3,1617,8.67,187.91,27.56,0.76,40.63,16.75,69,7.09,22.39,3.514,2,NA
