W230	W230	6.0
C008	C008	6.3
C099	C099	6.5
W168	W168	6.8
W315	W315	7.0
W280	W280	8.0
W317	W317	8.0
W282	W282	8.2
C007	C007	8.5
C107	C107	8.5
C195	C195	8.8
C063	C063	9.0
C141	C141	9.0
C170	C170	9.0
W115	W115	9.0
W208	W208	9.0
C095	C095	9.2
W203	W203	9.2
W222	W222	9.2
W228	W228	9.2
W313	W313	9.2
W140	W140	9.5
W239	W239	9.5
W245	W245	9.5
W073	W073	9.7
W183	W183	9.8
W286	W286	9.8
C115	C115	10.0
W242	W242	10.0
C140	C140	10.2
C200	C200	10.2
W112	W112	10.2
W307	W307	10.2
W309	W309	10.2
C013	C013	10.3
C054	C054	10.3
C118	C118	10.3
C142	C142	10.3
W189	W189	10.3
W299	W299	10.3
C042	C042	10.5
C176	C176	10.5
W078	W078	10.5
W289	W289	10.5
W295	W295	10.5
C088	C088	10.7
C108	C108	10.7
C168	C168	10.7
W101	W101	10.7
W238	W238	10.7
W264	W264	10.7
C006	C006	10.8
C065	C065	10.8
C105	C105	10.8
W111	W111	10.8
W136	W136	10.8
C124	C124	11.0
W163	W163	11.0
W170	W170	11.0
W320	W320	11.0
C011	C011	11.2
C044	C044	11.2
C045	C045	11.2
W145	W145	11.2
W176	W176	11.2
W241	W241	11.2
W312	W312	11.2
W072	W072	11.3
W085	W085	11.3
W171	W171	11.3
W184	W184	11.3
W263	W263	11.3
W310	W310	11.3
C025	C025	11.5
C132	C132	11.5
C184	C184	11.5
W092	W092	11.5
W149	W149	11.5
W199	W199	11.5
W233	W233	11.5
W234	W234	11.5
W004	W004	11.7
W283	W283	11.7
C102	C102	11.8
W043	W043	11.8
W177	W177	11.8
W206	W206	11.8
W287	W287	11.8
W301	W301	11.8
W316	W316	11.8
W025	W025	12.0
W159	W159	12.0
W162	W162	12.0
W172	W172	12.0
C167	C167	12.2
C169	C169	12.2
W077	W077	12.2
W186	W186	12.2
W281	W281	12.2
C197	C197	12.3
W009	W009	12.3
W070	W070	12.3
W154	W154	12.3
W248	W248	12.3
W276	W276	12.3
C009	C009	12.5
C030	C030	12.5
W097	W097	12.5
W114	W114	12.5
W293	W293	12.5
W040	W040	12.7
W106	W106	12.7
W153	W153	12.7
W207	W207	12.7
W268	W268	12.7
C064	C064	12.8
W038	W038	12.8
W079	W079	12.8
W090	W090	12.8
W252	W252	12.8
W291	W291	12.8
C110	C110	13.0
C164	C164	13.0
W023	W023	13.0
W157	W157	13.0
W211	W211	13.0
W216	W216	13.0
W266	W266	13.0
W279	W279	13.0
W330	W330	13.0
C069	C069	13.2
C199	C199	13.2
W185	W185	13.2
W135	W135	13.3
C046	C046	13.5
W174	W174	13.5
W319	W319	13.5
C166	C166	13.7
W150	W150	13.7
W169	W169	13.7
W179	W179	13.7
W195	W195	13.7
W285	W285	13.7
W311	W311	13.7
C071	C071	13.8
C113	C113	13.8
W022	W022	13.8
W036	W036	13.8
W180	W180	13.8
W192	W192	13.8
W229	W229	13.8
C093	C093	14.0
W071	W071	14.0
W223	W223	14.0
C147	C147	14.2
W030	W030	14.2
W098	W098	14.2
W200	W200	14.2
W292	W292	14.2
C076	C076	14.3
W042	W042	14.3
W095	W095	14.3
W197	W197	14.3
C119	C119	14.5
W044	W044	14.5
W050	W050	14.5
W062	W062	14.5
W129	W129	14.5
W191	W191	14.5
W220	W220	14.5
W231	W231	14.5
C129	C129	14.7
W164	W164	14.7
W188	W188	14.7
W202	W202	14.7
W209	W209	14.7
W277	W277	14.7
C068	C068	14.8
C191	C191	14.8
W137	W137	14.8
W152	W152	14.8
W155	W155	14.8
W187	W187	14.8
W237	W237	14.8
W259	W259	14.8
W278	W278	14.8
W031	W031	15.0
W051	W051	15.0
W165	W165	15.0
W236	W236	15.0
W046	W046	15.2
W243	W243	15.2
C027	C027	15.3
W094	W094	15.3
W161	W161	15.3
W271	W271	15.3
W086	W086	15.5
W118	W118	15.5
W144	W144	15.5
W074	W074	15.6
C178	C178	15.7
W069	W069	15.7
W244	W244	15.7
W308	W308	15.7
C050	C050	15.8
C062	C062	15.8
C002	C002	16.0
W001	W001	16.0
W088	W088	16.0
W265	W265	16.0
C001	C001	16.2
C047	C047	16.2
C090	C090	16.2
W080	W080	16.2
W087	W087	16.2
W103	W103	16.2
W105	W105	16.2
C020	C020	16.3
C060	C060	16.3
W015	W015	16.3
W131	W131	16.3
C104	C104	16.5
C165	C165	16.5
W057	W057	16.5
C111	C111	16.6
C024	C024	16.7
W037	W037	16.7
W304	W304	16.7
W306	W306	16.7
C026	C026	16.8
W212	W212	16.8
W227	W227	16.8
W235	W235	16.8
C033	C033	17.0
C160	C160	17.0
W156	W156	17.2
W269	W269	17.2
C061	C061	17.3
C145	C145	17.3
W119	W119	17.3
W128	W128	17.3
W194	W194	17.3
W221	W221	17.3
W255	W255	17.3
W322	W322	17.3
C052	C052	17.5
C067	C067	17.5
W049	W049	17.5
W056	W056	17.5
W251	W251	17.5
C051	C051	17.8
W181	W181	17.8
W224	W224	17.8
W240	W240	17.8
W296	W296	17.8
C198	C198	18.0
C049	C049	18.2
C163	C163	18.2
W028	W028	18.2
C138	C138	18.2
C148	C148	18.3
C158	C158	18.3
C175	C175	18.3
W034	W034	18.3
W175	W175	18.3
W256	W256	18.3
W267	W267	18.3
C043	C043	18.5
C058	C058	18.5
C194	C194	18.5
W305	W305	18.5
C072	C072	18.7
C080	C080	18.7
W262	W262	18.7
W325	W325	18.8
W198	W198	18.8
W217	W217	18.8
W272	W272	18.8
C106	C106	19.0
C112	C112	19.0
W066	W066	19.0
C053	C053	19.2
C121	C121	19.2
W205	W205	19.2
W275	W275	19.2
C034	C034	19.3
C078	C078	19.3
C094	C094	19.3
C156	C156	19.3
W178	W178	19.3
C143	C143	19.5
W005	W005	19.5
W258	W258	19.5
C036	C036	19.7
C077	C077	19.7
C096	C096	19.7
W096	W096	19.7
W107	W107	19.8
W083	W083	19.8
C066	C066	20.0
W075	W075	20.0
W201	W201	20.0
W110	W110	20.2
C161	C161	20.3
C188	C188	20.3
W121	W121	20.3
W148	W148	20.3
W099	W099	20.5
C173	C173	20.7
C159	C159	20.8
C015	C015	21.0
C022	C022	21.0
C151	C151	21.0
W054	W054	21.0
C098	C098	21.2
C038	C038	21.3
C174	C174	21.3
W134	W134	21.3
W059	W059	21.5
C040	C040	21.7
C182	C182	21.7
W104	W104	21.7
W146	W146	21.7
W246	W246	21.7
C070	C070	21.7
C193	C193	21.8
W218	W218	21.8
C055	C055	22.0
W327	W327	22.0
W068	W068	22.2
W219	W219	22.2
C081	C081	22.3
W133	W133	22.3
W138	W138	22.3
C086	C086	22.5
C128	C128	22.5
W091	W091	22.5
C039	C039	22.7
C097	C097	22.7
W298	W298	22.7
W204	W204	22.8
W173	W173	23.2
W274	W274	23.2
W045	W045	23.3
C031	C031	23.3
C085	C085	23.3
C019	C019	23.5
W014	W014	23.5
W020	W020	23.5
C125	C125	23.7
C137	C137	23.7
W084	W084	23.8
W225	W225	23.8
W302	W302	23.8
C056	C056	24.0
C130	C130	24.3
W029	W029	24.5
W058	W058	24.5
C091	C091	24.7
C155	C155	24.7
C010	C010	24.8
C116	C116	24.8
C157	C157	25.0
W132	W132	25.0
W039	W039	25.1
C075	C075	25.3
W300	W300	25.3
C117	C117	25.5
W270	W270	25.5
C101	C101	25.7
C180	C180	25.7
C103	C103	25.8
W166	W166	25.8
C187	C187	26.0
C179	C179	26.2
W018	W018	26.2
W303	W303	26.2
W193	W193	26.3
C123	C123	26.7
C135	C135	26.8
W288	W288	27.0
C087	C087	27.2
W214	W214	27.2
W160	W160	27.3
C114	C114	27.5
W122	W122	27.5
W215	W215	27.5
W314	W314	27.7
C089	C089	27.8
C183	C183	28.3
W006	W006	28.5
W126	W126	28.5
W167	W167	28.5
C146	C146	28.8
C021	C021	29.0
C059	C059	29.0
C189	C189	29.7
C037	C037	30.0
C190	C190	30.3
C073	C073	30.7
W182	W182	30.7
W329	W329	30.7
C018	C018	30.8
C122	C122	30.9
C139	C139	31.0
C150	C150	31.2
C004	C004	31.3
C079	C079	31.7
C154	C154	32.0
C192	C192	32.0
C083	C083	32.2
W089	W089	33.7
W065	W065	33.8
C057	C057	34.0
W261	W261	34.0
W326	W326	34.2
C016	C016	34.3
W032	W032	34.7
W017	W017	34.8
W260	W260	34.8
W147	W147	35.0
W093	W093	35.2
W012	W012	35.3
C153	C153	37.3
W113	W113	38.7
C162	C162	39.7
W142	W142	40.7
C035	C035	41.2
W127	W127	42.0
C082	C082	42.5
W041	W041	42.5
C172	C172	43.0
W055	W055	43.0
W027	W027	44.5
C032	C032	45.5
W123	W123	46.2
W253	W253	46.8
C149	C149	47.2
W254	W254	47.2
W318	W318	47.2
W016	W016	47.5
W120	W120	47.8
C041	C041	48.9
W002	W002	49.7
C014	C014	50.0
W143	W143	50.2
W033	W033	50.5
C120	C120	51.2
C127	C127	51.5
W026	W026	54.3
W124	W124	57.5
W116	W116	60.7
C092	C092	61.0
W064	W064	61.5
C023	C023	61.7
C177	C177	61.7
W048	W048	62.0
W108	W108	62.4
C144	C144	62.7
C100	C100	63.2
W210	W210	64.5
W100	W100	67.3
W213	W213	67.7
C181	C181	68.7
W008	W008	70.8
W125	W125	70.8
W019	W019	71.8
