ID	paniclelength	numberofprimary	secondarybranchnumber	primarybranchlength	secondarybranchlength	spikeletsperprimarybranch	spikeletspersecondarybranch	spikeletsperpanicle
C157	17.56666667	7.666666667	16.33333333	9.95	2.85	5.666666667	3.166666667	68.38888889
C057	17.63333333	8.333333333	19.33333333	8.5	2.3	5	3	69.2
W080	21.43333333	9.333333333	17	10.16666667	2.633333333	5.666666667	2.833333333	69.20512821
C044	21.33333333	9.666666667	27	9.2	2.45	5.666666667	3.5	69.25
C032	19.1	13	22.33333333	8.55	2.583333333	4.666666667	3.333333333	70.125
C158	18.2	6.666666667	12.66666667	8.866666667	2.566666667	5.5	2.833333333	70.20833333
C102	17	8.333333333	21.66666667	7.08	2.366666667	5.333333333	3.666666667	70.51515152
W136	21.43333333	9	13.66666667	7.533333333	1.783333333	5.833333333	2.833333333	70.66666667
C022	19.2	8	18.33333333	8.666666667	2.833333333	4.666666667	2.5	70.85714286
W133	22.96666667	10	16.66666667	9.6	1.866666667	6.333333333	2	70.92857143
W090	19.13333333	6.333333333	8.333333333	9.15	2.133333333	5.666666667	2.666666667	71.3877551
W274	17.26666667	7.333333333	14	8.65	2.283333333	6	2.833333333	71.625
C112	17.66666667	7.666666667	14.33333333	9.416666667	2.583333333	5.333333333	2.666666667	71.95833333
W253	25.03333333	12.66666667	20.33333333	10.6	2.516666667	5.833333333	3.166666667	72
C113	20.46666667	7	14.66666667	9.266666667	2.416666667	5.166666667	2.666666667	72.4
W072	17.2	6.666666667	17.66666667	7.816666667	2.84	4.333333333	4.666666667	72.6875
C116	13.53333333	11	22	6	1.666666667	6	3.333333333	72.76666667
W107	23.4	8.333333333	26.33333333	12.21666667	3.35	6	4	73.825
C145	20.86666667	10.66666667	28.33333333	9.716666667	2.95	5.5	3.166666667	74
C046	18.93333333	7.333333333	22.33333333	10.98333333	3.7	5.5	3.833333333	74.20689655
C066	24.86666667	11	22.66666667	10.31666667	2.916666667	6.666666667	3.166666667	74.22857143
W081	25.66666667	7.333333333	14.33333333	12	3.3	6	3.333333333	74.66666667
W143	20.63333333	7.666666667	22.33333333	11.53333333	3.9	5.5	3.833333333	74.76666667
W249	20.6	9.666666667	16.66666667	8.65	2.433333333	6	3	75.66666667
W139	16.1	8.666666667	13.33333333	8.383333333	2.3	5.5	4	75.66666667
C020	17.03333333	7.666666667	14	8.2	2.45	6.166666667	3	75.75
W292	21.63333333	7.333333333	19	10.43333333	3.083333333	6.166666667	3.5	76.06896552
W003	25.8	12	33	10.46666667	2.833333333	5.833333333	3.333333333	76.42857143
C160	19.1	8	19.66666667	9.716666667	3.1	5.333333333	3.666666667	76.89473684
W219	23.6	9.666666667	18.66666667	9.683333333	2.933333333	6	2.833333333	77.46153846
W256	24.9	8	15.33333333	12.36666667	3.95	5.333333333	4.333333333	78.18181818
W175	22.53333333	6.666666667	15.33333333	10.3	3.15	5.833333333	3.5	78.21875
C194	21.46666667	8.666666667	19	8.85	2.533333333	6	3.166666667	78.3
W104	21.4	7.666666667	20.66666667	10.08333333	2.833333333	5.5	4.5	78.45454545
W269	20.16666667	8	24.33333333	10.08333333	2.916666667	4.666666667	3.166666667	78.56521739
C161	20.2	7.666666667	17.66666667	8.216666667	1.783333333	5.666666667	2.166666667	79.75
W094	22.53333333	7.666666667	18.66666667	9.933333333	2.433333333	5	2.666666667	80.75
W301	23.9	7.666666667	22.33333333	12.06666667	3.833333333	4.833333333	3.333333333	80.81818182
W034	22.93333333	6.666666667	17	10.05	2.783333333	5.666666667	3.166666667	80.90909091
W235	21.73333333	8.333333333	20	9.25	2.15	6	3	81.70833333
C155	18.36666667	8	17.33333333	9.666666667	2.333333333	5	2.5	81.8
W029	26.56666667	9.333333333	28	11.48333333	2.783333333	6.166666667	3.333333333	81.90322581
W073	22.26666667	8.333333333	24	11.28333333	3.35	5	3.333333333	81.96666667
C078	20.7	10	30	8.35	2.233333333	4.833333333	3.166666667	82.26666667
W283	17.4	11	23.5	7.983333333	2.083333333	5.5	4.5	82.5
C106	19.86666667	9.333333333	19.66666667	8.566666667	2.783333333	5.333333333	4.666666667	82.77777778
W164	18.06666667	6.333333333	25	9.033333333	3.25	4.333333333	4.166666667	82.93333333
W066	20.1	6.666666667	18	10.41666667	3.05	5.833333333	4	83.05882353
W071	21.83333333	6.333333333	20.33333333	11	3.266666667	5.333333333	4.833333333	83.09433962
W108	21.23333333	9	20.66666667	9.516666667	2.783333333	6	3.833333333	83.51612903
C139	22	8.666666667	18.33333333	9.533333333	2.916666667	5.833333333	3	83.62962963
C128	19.75	9.5	18	10.85	2.783333333	5.833333333	3	83.85
W203	19.7	9.333333333	20	9.716666667	2.6	5.5	3.166666667	84.32142857
W042	21.56666667	10.33333333	23.66666667	10.06666667	2.2	6.166666667	3	84.36363636
W271	17.96666667	7.333333333	21.33333333	10.225	3.375	5.333333333	4.666666667	84.44444444
W087	16.46666667	9	20.33333333	8.516666667	2.6	5.833333333	3.166666667	84.46666667
W258	25.03333333	9	18	13.26666667	4.1	6.333333333	4.5	85.04347826
W183	23.3	8	26.33333333	12.15	3.45	5	3.333333333	85.06896552
W052	15.13333333	7	17.66666667	8.6	2.716666667	4.833333333	4.166666667	85.2
W098	24.63333333	10.66666667	26	10.41666667	2.383333333	6.166666667	3	85.6
W324	19.76666667	5	8.666666667	10.93333333	3.6	5.666666667	3.833333333	86.16216216
W211	19.86666667	7.666666667	18	10.36666667	3.766666667	5	3.833333333	86.425
C033	18.06666667	8.333333333	21.33333333	9.55	2.866666667	6.333333333	3.333333333	86.5625
W214	20.73333333	7.333333333	19.66666667	9.8	2.883333333	6	3.5	86.61290323
W061	16.66666667	9.333333333	22	9.75	3.016666667	5	4	87.13333333
W118	20.56666667	11	11	9.233333333	1.966666667	6	2.666666667	87.18181818
W327	15.66666667	11.66666667	18.66666667	6.766666667	1.85	5.333333333	2.666666667	87.68571429
W082	19.96666667	11	10.66666667	9.366666667	2.533333333	5.5	3.166666667	87.69230769
C179	21.03333333	8.666666667	17	9.25	2.483333333	5.833333333	3.5	87.9375
C177	23.06666667	12.66666667	18.33333333	9.55	2.283333333	5.666666667	3	88.33333333
C070	16.46666667	14.33333333	22	8.466666667	2.05	6.166666667	3.666666667	88.63636364
C014	18	11.66666667	16.66666667	8.15	1.666666667	5.5	2.5	88.95238095
W320	22.83333333	9	18	8.633333333	2.2	6	2.833333333	88.97826087
W109	19.6	7.666666667	24.33333333	9.3	3	6	4.333333333	89.21212121
W252	24.36666667	10	17	11.5	3.516666667	6.666666667	3.166666667	89.36363636
C060	21.6	8.666666667	17	9.8	2.616666667	6	2.666666667	90.2173913
C008	22.9	11.66666667	27	8.766666667	2.066666667	6.333333333	2.5	90.4
W307	22.8	8.666666667	20.33333333	10.35	2.783333333	5.5	3.333333333	90.76190476
C172	17.63333333	9.333333333	24.66666667	8.333333333	2.316666667	5.833333333	3.833333333	91.66666667
W185	23.26666667	8.666666667	24.33333333	11.51666667	3.683333333	5	3.666666667	91.8
W228	22.7	10.33333333	17.33333333	9.283333333	2.3	5.666666667	2.333333333	92.38888889
W313	20.5	10	28.33333333	11.53333333	3.8	5	3.833333333	92.7037037
W171	20.7	9.333333333	24.66666667	10.41666667	2.983333333	5.833333333	3.833333333	92.81818182
W011	18.96666667	7.666666667	26	9.633333333	2.866666667	5.166666667	4.333333333	92.84
C021	19.33333333	9	17.66666667	11.73333333	2.966666667	6.166666667	3.166666667	93.07692308
W308	18.86666667	9.666666667	14.66666667	10.8	2.816666667	6.5	3	93.73913043
W031	21.83333333	10.66666667	26.33333333	9.966666667	2.833333333	5	3.333333333	94.78571429
C187	23.06666667	11.66666667	27	8.133333333	1.75	5.666666667	2.833333333	95.5
C024	18.7	9.333333333	25.66666667	9.816666667	2.783333333	5.5	3	95.58823529
W215	20.66666667	8	20	10.38333333	2.933333333	6	4.166666667	95.79166667
C134	20.6	11	32	8.2	2.425	5.5	5.25	96
W287	21.9	8.333333333	23.33333333	8.95	2.45	5	3.166666667	96.25
W193	19.6	10.66666667	19.66666667	6.933333333	1.833333333	5.833333333	2.833333333	96.25806452
W065	22.16666667	12	23.33333333	9.266666667	2.366666667	5.833333333	2.666666667	96.57142857
C091	24.6	8	20	10.93333333	3.3	5.833333333	3.833333333	97.3125
W089	22.23333333	8.666666667	18.33333333	11	3.1	5.666666667	3.666666667	97.4047619
C002	22.46666667	9.666666667	21	11.26666667	3.366666667	6.333333333	3.333333333	97.60714286
W150	25.8	8.666666667	18.33333333	11.8	3.516666667	6.166666667	3.166666667	97.81818182
C153	19.53333333	11.33333333	16.66666667	8.083333333	1.933333333	5.833333333	3.166666667	98
C138	24.3	7.666666667	15	11.86666667	3.283333333	5.666666667	2.833333333	98.13333333
W250	20.4	11	19.66666667	9.25	2.516666667	6	3.666666667	98.2962963
C195	22.2	9.333333333	19.33333333	8.333333333	2.016666667	5.666666667	3	98.6
W100	22.53333333	10.33333333	25	9.5	2.333333333	6	3.166666667	98.79452055
W255	23.26666667	7	17	11.93333333	3.216666667	6	3.833333333	98.85714286
C169	18.86666667	9	24	10.4	3.133333333	6	3.166666667	98.9375
W199	24.9	7.666666667	19	12.83333333	3.716666667	6.166666667	3.333333333	98.94117647
C183	22.9	9	28.33333333	11.98333333	3.216666667	5.5	3.666666667	99.3
C079	21.13333333	7.666666667	23.33333333	8.6	1.716666667	5.833333333	3.833333333	99.33333333
W299	20.76666667	9	26.33333333	9.266666667	2.116666667	5.666666667	3	99.65789474
C123	20.9	7	21.33333333	10.93333333	3.616666667	5	4.333333333	99.83333333
W044	21.3	9.666666667	21	8.916666667	2.066666667	5.5	2.166666667	99.9047619
W039	23.1	10.66666667	26	11.05	2.683333333	6.333333333	3.333333333	100.2857143
C131	23.56666667	10.33333333	28	12.36666667	2.666666667	6.833333333	3.666666667	100.46875
W149	21.03333333	9.666666667	22.33333333	11.43333333	3.15	6	3	100.7307692
W017	25.36666667	11.33333333	21.66666667	10.08333333	2.216666667	6.666666667	3	101
C056	18.2	11.33333333	26.33333333	7.9	2.083333333	5.333333333	4.333333333	101.1111111
W245	25.63333333	8.333333333	29	12.6	4.116666667	5	4.333333333	101.1290323
C198	22.23333333	10	25	10.28333333	2.716666667	5.333333333	3	101.2857143
C069	21.4	9.666666667	21.66666667	10.48333333	2.75	5	2.833333333	101.4705882
W205	23.8	9.333333333	23.33333333	9.483333333	2.483333333	6.833333333	2.833333333	101.7037037
C068	22.46666667	10	19.66666667	10.83333333	2.1	6.5	2.5	102.5
W152	24.4	9	25.66666667	11.41666667	2.866666667	5.5	3	102.6956522
W204	22.93333333	10.33333333	23	10.28333333	2.683333333	6.333333333	3.666666667	102.7272727
C115	20.7	9	22.33333333	11.31666667	2.916666667	6	3.166666667	103.4545455
C063	19.5	11.33333333	24.33333333	6.766666667	2.1	5.166666667	4.333333333	103.4545455
W312	22.9	9	24.66666667	11.95	3.383333333	6	4.5	103.6818182
W120	20.33333333	10.66666667	23.33333333	10.06666667	2.066666667	6.166666667	3.333333333	103.7333333
W075	22.13333333	10.66666667	25.66666667	10.76666667	2.916666667	6	3.833333333	103.9375
W179	19.83333333	8	21.66666667	11.63333333	3.683333333	5.833333333	4	104.0645161
W207	21.93333333	10.66666667	21	8.933333333	2.35	5.833333333	3.666666667	104.8888889
C082	23.76666667	10.66666667	19.33333333	9.516666667	2.383333333	6.166666667	3	105.1923077
W093	22.9	8.333333333	18.66666667	10.38333333	3.033333333	5.833333333	3.333333333	105.8636364
C025	16.96666667	10	25	8.216666667	1.75	6.166666667	3	106.952381
C176	16.9	8.666666667	28	8.5	2.716666667	5.833333333	3.5	107.7083333
W060	20.36666667	10.33333333	32.33333333	10.13333333	2.933333333	5.833333333	4.666666667	107.7804878
C118	21.43333333	10	29	9.566666667	2.3	5.5	2.666666667	107.88
W202	NA	NA	NA	NA	NA	NA	NA	107.9285714
W101	25.1	9.666666667	38.33333333	11.1	2.8	6.666666667	3.333333333	108
C125	24	9	22.33333333	11.55	2.666666667	6.666666667	3.333333333	108.0555556
C162	22.3	8.333333333	31.66666667	11.11666667	3.616666667	5.5	4.5	108.25
W325	24.03333333	10	27	8.066666667	1.75	6	3.166666667	108.4166667
W206	22.73333333	7	13.66666667	13.46666667	3.866666667	5.666666667	3.5	108.7333333
C130	22.9	12.33333333	28	9.133333333	2.266666667	5.5	3.166666667	108.78125
W296	23.83333333	7.666666667	24	9.116666667	2.216666667	5	3	108.8571429
W054	19.96666667	10.33333333	24.33333333	9.583333333	2.433333333	5.5	3	109.125
W013	17.13333333	10.33333333	24.33333333	7.033333333	1.766666667	4.666666667	3.666666667	109.6153846
W142	22.66666667	7.666666667	26	9.4	2.683333333	5.333333333	4	109.6818182
W084	22.56666667	8.666666667	26.33333333	10.9	3.45	5.666666667	4	110.0952381
W078	21.73333333	8.666666667	29.66666667	10.51666667	3.016666667	4.833333333	3.333333333	110.1666667
W201	23.46666667	10	22.66666667	11.01666667	2.5	6	3	110.5277778
C001	22.66666667	8.666666667	26	10.95	2.716666667	5.5	3	111.25
C081	25.13333333	11.66666667	28.66666667	13.05	3.6	6.166666667	4.333333333	111.25
W134	24.43333333	8	27.33333333	12.15	3.433333333	5.833333333	4	111.8
W200	22.33333333	8.333333333	14.33333333	9.483333333	2.48	5.833333333	2.833333333	111.8333333
C065	21.23333333	10	21	8.5	2.05	6.333333333	3	112.4545455
W288	24.93333333	10	19	9.416666667	2.15	6.333333333	3.5	112.5384615
W138	20.8	9.333333333	19.33333333	7.95	1.8	6.833333333	2.333333333	112.6097561
W122	25.5	12.66666667	18.33333333	13.03333333	4	6	3.5	112.76
W076	21.1	9	26.33333333	10.36666667	2.95	5.833333333	4.833333333	112.875
W309	26.03333333	11.33333333	24	10.7	1.8	6	1.833333333	113
W227	21.36666667	10.66666667	28	9.883333333	2.683333333	5	3.333333333	113.2727273
W295	24.5	8.666666667	28.66666667	13	4.283333333	5.166666667	4.5	113.6
C175	21.6	10	25.66666667	9.983333333	3.033333333	5.833333333	3	113.65
C170	23.03333333	10.66666667	16.33333333	9.9	1.866666667	6.5	2.5	113.7037037
W001	18	14.33333333	28.66666667	8.3	1.716666667	6.333333333	2.166666667	114.6666667
W180	22.53333333	9.666666667	26.66666667	11.33333333	3.15	6	3.666666667	114.84
W146	22.03333333	9.666666667	26.33333333	10.25	2.316666667	6.166666667	3	114.8571429
W238	21.56666667	8	24	11.9	3.616666667	5.166666667	3.833333333	114.92
W074	23.33333333	7.666666667	28.33333333	10.73333333	2.983333333	5	3.833333333	114.952381
W046	24.06666667	10.66666667	22.33333333	10.68333333	1.883333333	6.166666667	2.333333333	115.6190476
W298	22.46666667	8	26	10.86666667	3.583333333	5	3	115.7391304
W135	21.9	12.33333333	32.33333333	9.75	2.966666667	5.833333333	3.333333333	116.0434783
W231	29.06666667	10.33333333	25.66666667	12.86666667	2.866666667	6	2.833333333	116.5
C084	27.83333333	10.66666667	24.66666667	10.96666667	2.333333333	6.166666667	3.5	116.6923077
C182	23.26666667	10.33333333	25.66666667	10.61666667	2.816666667	5.666666667	2.833333333	116.7
C077	24.1	12	31	11.83333333	2.75	6.833333333	3.5	116.7941176
W192	27.96666667	10.33333333	21.33333333	14.58333333	4.383333333	7.333333333	4.166666667	116.8
W184	23.13333333	9	25.66666667	11.41666667	3.283333333	5.666666667	3.166666667	116.875
C027	24.33333333	11.33333333	29.33333333	12.08333333	3.75	5.333333333	3.833333333	117.3333333
W119	20.76666667	12.66666667	28.33333333	9.75	2.6	6.5	3.166666667	117.7857143
W123	24.03333333	12	20.66666667	9.633333333	2.333333333	5.833333333	3.333333333	118
W267	20.26666667	10	31.66666667	9.366666667	2.8	5.5	3.5	118.4210526
W012	21.5	17	26	9	2.383333333	6.166666667	4	118.5555556
W291	22.73333333	8.333333333	24	10.93333333	3.633333333	5.166666667	3.333333333	118.6818182
C149	19.26666667	10.33333333	25.33333333	8.216666667	2.233333333	6.166666667	4.333333333	120.125
C143	25.33333333	10.33333333	25.33333333	11.63333333	2.85	5.5	3.666666667	120.2352941
W112	21.4	7	22.33333333	10.2	2.966666667	5.333333333	3.833333333	120.25
C101	21.96666667	11.33333333	31.33333333	10.21666667	3.15	6	5.166666667	120.3333333
W099	23.96666667	10	23.33333333	10.78333333	2.566666667	5.666666667	3.333333333	121
C127	NA	NA	NA	NA	NA	NA	NA	121.6428571
W314	23.23333333	7	23	13.25	4.333333333	5.5	4.333333333	121.6666667
W176	21.63333333	10.33333333	28.66666667	9.733333333	2.983333333	5.5	3.5	121.8965517
W024	22.83333333	13.33333333	23	9.8	2.033333333	6.666666667	2.666666667	122.0833333
C185	25.6	11.33333333	29.66666667	10.86666667	2.466666667	6.833333333	4	122.2857143
W284	22.56666667	13.33333333	31	9.05	2.316666667	5	3.333333333	122.5384615
W208	16.36666667	11.33333333	30.33333333	8.833333333	2.416666667	5.666666667	3.5	123.0666667
C038	23.36666667	9.333333333	28.33333333	10.11666667	2.816666667	5.833333333	3	123.1666667
W317	22.6	9	27	11.98333333	3.266666667	5.666666667	3.833333333	123.5357143
W032	23.33333333	12.33333333	40	11.15	2.85	6.166666667	3.5	123.9090909
W009	21.8	10.66666667	25.33333333	9.783333333	2.55	5.666666667	3.333333333	125.0714286
W225	23.56666667	11.33333333	21.33333333	9	2.366666667	5.5	3	125.6153846
W174	22.66666667	9.333333333	35	13.33333333	3.916666667	6	4.666666667	126.2666667
W147	23.96666667	13.66666667	23	10.61666667	2.55	6.333333333	3.166666667	126.4230769
W159	20.86666667	11	27.33333333	10.48333333	2.666666667	6.166666667	3.333333333	126.9333333
W111	21.93333333	9.333333333	25	10.96666667	2.916666667	6	3.333333333	126.95
C140	23.66666667	10	17.66666667	11.65	2.616666667	6.166666667	3	127
W254	24.9	13.33333333	20.66666667	10.56666667	2.566666667	5.833333333	3.333333333	127.5
W229	27.4	11	24	13.5	2.333333333	6.333333333	2.5	128.4482759
W128	27.13333333	15.33333333	31.33333333	9.116666667	2	6	2.666666667	128.5
W095	24.3	9	28.66666667	10.75	2.65	6.5	3.333333333	128.9375
W222	27.43333333	12	27.33333333	12.85	3.216666667	7.166666667	3.666666667	129.0588235
C180	24.36666667	11.66666667	27.33333333	10.76666667	2.45	6.333333333	2.666666667	129.1818182
W315	23.76666667	9	27.66666667	11.26666667	2.9	6.166666667	3	129.4166667
W289	24.76666667	11.66666667	23.66666667	11.16666667	2.483333333	5.833333333	3	130.25
C076	24.66666667	11	31.66666667	11.75	2.983333333	6.5	3.666666667	131.6774194
C142	22.23333333	11.33333333	43	10.45	2.816666667	4.833333333	3.5	133.2631579
C197	27.5	10.66666667	36.66666667	11.98333333	2.933333333	5.666666667	3.333333333	133.2857143
W279	23.73333333	9	36	12.21666667	3.4	5.666666667	5.166666667	133.5294118
C087	23.93333333	13	34	9.7	2.733333333	6.166666667	4	133.5909091
W015	25.9	9.333333333	30.33333333	9.85	2.516666667	5.5	3.5	134.0689655
C030	27.7	12	39.33333333	10.81666667	3.133333333	6.166666667	3.666666667	134.3809524
W311	21.36666667	12.33333333	27.66666667	10.88333333	2.733333333	5.833333333	3.333333333	134.4545455
W230	25.36666667	9.666666667	31.66666667	13.73333333	4.066666667	5.833333333	4.166666667	134.6060606
W153	26.63333333	10.33333333	36	10.13333333	2.883333333	4.833333333	3.333333333	134.7142857
W194	20.9	9.333333333	33.33333333	12.2	3.483333333	6	4	134.7307692
W264	24.96666667	11.33333333	25.66666667	12.56666667	3.516666667	5.166666667	3.166666667	135.3478261
W116	31.43333333	12.66666667	24.66666667	12.86666667	2.566666667	5.833333333	3.166666667	136
W051	24.5	9	26.66666667	13.23333333	3.683333333	6.5	3.833333333	136
W091	24.13333333	8	32.33333333	10.66666667	2.95	6.166666667	5.5	136.15
C007	21.73333333	12	33.33333333	10.25	2.7	5.666666667	3.333333333	136.225
W036	25.93333333	9	30	12.2	3.3	6.166666667	4.333333333	136.245283
C074	24.4	13.33333333	28.33333333	10.8	2.766666667	6.166666667	3.5	136.3043478
C136	26.16666667	9.666666667	26.33333333	11.7	2.7	6.333333333	3.166666667	136.5185185
W124	22.33333333	9	36.33333333	10.58333333	2.866666667	5.5	4	137.04
W306	26.66666667	10.66666667	33.66666667	12.98333333	3.866666667	5.833333333	3.833333333	137.0869565
C193	21.76666667	11.66666667	38.33333333	10.36666667	2.783333333	6.5	3.833333333	137.6666667
W033	22.9	11.66666667	23.33333333	10.91666667	2.883333333	6.166666667	3.833333333	137.8235294
W240	22.7	8.333333333	33	11.38333333	3.4	5.5	3.666666667	137.96875
W212	21.66666667	12.66666667	39	11.35	2.716666667	5.833333333	4	138.3684211
W293	23.96666667	10.33333333	24.33333333	10.15	2.783333333	5.5	3.5	138.7
W302	31.4	15.33333333	30	11.13333333	2.383333333	7	3.166666667	139.3529412
W021	28.4	13.33333333	33.66666667	12.78333333	2.916666667	6.666666667	4.333333333	139.5454545
W121	28.8	12	30	13	3.416666667	5.666666667	3.333333333	139.5909091
C189	21.5	14.33333333	50	9.083333333	2.383333333	5.333333333	3.666666667	139.6666667
C062	22.06666667	11	29.33333333	9.566666667	2.916666667	6	3.833333333	139.7058824
C059	20.5	12	33	11.23333333	2.616666667	6.666666667	3.333333333	139.7142857
C092	23.23333333	10.66666667	28.66666667	11.6	3.516666667	6	4	139.7777778
W268	19.26666667	11	33.66666667	9.866666667	2.4	6	3.333333333	139.8666667
C095	28.33333333	9.333333333	29.33333333	12.88333333	2.766666667	6	3.5	140.5
W025	23.13333333	8.333333333	33.33333333	11.05	3.55	5.166666667	5.5	140.6923077
W049	22.23333333	8.333333333	30.66666667	12.9	3.916666667	6.5	5	140.7083333
C043	24.46666667	11.66666667	24	10.43333333	2.683333333	6.166666667	2.833333333	140.7857143
W019	20.43333333	13	29.66666667	10.05	3.25	5.5	3.5	141.7241379
W002	26.4	14	32	10.41666667	2.2	6	3	143
W144	24.86666667	11.33333333	23.33333333	12.38333333	2.55	7	2.833333333	143.4857143
W276	24.33333333	7.666666667	29.66666667	12.15	3.05	6	3.5	143.7333333
W161	18.96666667	8.666666667	30.33333333	9.75	3.4	5.333333333	4.166666667	143.7777778
